company_id,year,return_on_equity_pct,revenue_cagr_5yr,revenue_cagr_5yr_flag,pat_cagr_5yr,pat_cagr_5yr_flag,eps_cagr_5yr,eps_cagr_5yr_flag,composite_quality_score
TATAPOWER,Mar 2023,13.23,15.48,NORMAL,7.85,NORMAL,2.13,NORMAL,9.67
TATAPOWER,Mar 2024,13.23,15.51,NORMAL,10.43,NORMAL,5.92,NORMAL,11.27
TATASTEEL,Mar 2013,-21.28,,,,,,,-21.28
TATASTEEL,Mar 2014,9.04,,,,,,,9.04
TATASTEEL,Mar 2015,-12.56,,,,,,,-12.56
TATASTEEL,Mar 2016,-1.14,,,,,,,-1.14
TATASTEEL,Mar 2017,-11.02,,,,,,,-11.02
TATASTEEL,Mar 2018,29.15,-1.76,NORMAL,,TURNAROUND,,TURNAROUND,13.69
TATASTEEL,Mar 2019,13.23,1.19,NORMAL,20.01,NORMAL,24.57,NORMAL,14.75
TATASTEEL,Mar 2020,1.6,0.04,NORMAL,,TURNAROUND,,TURNAROUND,0.82
TATASTEEL,Mar 2021,11.03,8.92,NORMAL,,TURNAROUND,,ZERO_BASE,9.98
TATASTEEL,Mar 2022,36.48,16.79,NORMAL,,TURNAROUND,,TURNAROUND,26.64
TATASTEEL,Mar 2023,7.829999999999999,14.58,NORMAL,-14.57,NORMAL,-10.22,NORMAL,-0.6
TATASTEEL,Mar 2024,-5.33,7.77,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS,1.22
TCS,Mar 2013,36.52,,,,,,,36.52
TCS,Mar 2014,39.3,,,,,,,39.3
TCS,Mar 2015,39.62,,,,,,,39.62
TCS,Mar 2016,34.23999999999999,,,,,,,34.24
TCS,Mar 2017,30.57,,,,,,,30.57
TCS,Mar 2018,30.4,14.34,NORMAL,12.95,NORMAL,13.23,NORMAL,17.73
TCS,Mar 2019,35.29,12.35,NORMAL,10.3,NORMAL,11.38,NORMAL,17.33
TCS,Mar 2020,38.57,10.64,NORMAL,10.1,NORMAL,11.02,NORMAL,17.58
TCS,Mar 2021,37.66999999999999,8.61,NORMAL,5.99,NORMAL,7.26,NORMAL,14.88
TCS,Mar 2022,43.13,10.2,NORMAL,7.84,NORMAL,9.4,NORMAL,17.64
TCS,Mar 2023,46.78,12.86,NORMAL,10.33,NORMAL,11.41,NORMAL,20.34
TCS,Mar 2024,50.94,10.46,NORMAL,7.87,NORMAL,8.62,NORMAL,19.47
TECHM,Mar 2013,24.09,,,,,,,24.09
TECHM,Mar 2013,24.09,,,,,,,24.09
TECHM,Mar 2014,33.35,,,,,,,33.35
TECHM,Mar 2014,33.35,,,,,,,33.35
TECHM,Mar 2015,21.71,26.9,NORMAL,15.26,NORMAL,1.55,NORMAL,16.36
TECHM,Mar 2015,21.71,26.9,NORMAL,15.26,NORMAL,1.55,NORMAL,16.36
TECHM,Mar 2016,20.75,7.1,NORMAL,-0.23,NORMAL,-0.63,NORMAL,6.75
TECHM,Mar 2016,20.75,7.1,NORMAL,-0.23,NORMAL,-0.63,NORMAL,6.75
TECHM,Mar 2017,17.35,5.2,NORMAL,1.4,NORMAL,1.44,NORMAL,6.35
TECHM,Mar 2017,17.35,5.2,NORMAL,1.4,NORMAL,1.44,NORMAL,6.35
TECHM,Mar 2018,20.09,3.04,NORMAL,4.58,NORMAL,4.7,NORMAL,8.1
TECHM,Mar 2018,20.09,3.04,NORMAL,4.58,NORMAL,4.7,NORMAL,8.1
TECHM,Mar 2019,21.14,3.58,NORMAL,8.51,NORMAL,8.7,NORMAL,10.48
TECHM,Mar 2019,21.14,3.58,NORMAL,8.51,NORMAL,8.7,NORMAL,10.48
TECHM,Mar 2020,17.87,3.68,NORMAL,0.58,NORMAL,1.49,NORMAL,5.9
TECHM,Mar 2020,17.87,3.68,NORMAL,0.58,NORMAL,1.49,NORMAL,5.9
TECHM,Mar 2021,17.51,1.73,NORMAL,0.3,NORMAL,0.89,NORMAL,5.11
TECHM,Mar 2021,17.51,1.73,NORMAL,0.3,NORMAL,0.89,NORMAL,5.11
TECHM,Mar 2022,20.94,3.9,NORMAL,7.64,NORMAL,6.3,NORMAL,9.69
TECHM,Mar 2022,20.94,3.9,NORMAL,7.64,NORMAL,6.3,NORMAL,9.69
TECHM,Mar 2023,17.39,7.08,NORMAL,2.22,NORMAL,1.68,NORMAL,7.09
TECHM,Mar 2023,17.39,7.08,NORMAL,2.22,NORMAL,1.68,NORMAL,7.09
TECHM,Mar 2024,8.99,3.09,NORMAL,-15.7,NORMAL,-15.89,NORMAL,-4.88
TECHM,Mar 2024,8.99,3.09,NORMAL,-15.7,NORMAL,-15.89,NORMAL,-4.88
TITAN,Mar 2013,36.8,,,,,,,36.8
TITAN,Mar 2014,29.13,,,,,,,29.13
TITAN,Mar 2015,26.46,,,,,,,26.46
TITAN,Mar 2016,19.25,,,,,,,19.25
TITAN,Mar 2017,16.47,,,,,,,16.47
TITAN,Mar 2018,21.65,9.75,NORMAL,8.73,NORMAL,10.2,NORMAL,12.58
TITAN,Mar 2019,22.88,12.6,NORMAL,13.58,NORMAL,14.87,NORMAL,15.98
TITAN,Mar 2020,22.39,12.06,NORMAL,12.84,NORMAL,13.56,NORMAL,15.21
TITAN,Mar 2021,12.99,13.93,NORMAL,7.61,NORMAL,6.58,NORMAL,10.28
TITAN,Mar 2022,23.63,16.78,NORMAL,25.82,NORMAL,24.57,NORMAL,22.7
TITAN,Mar 2023,27.63,20.28,NORMAL,24.33,NORMAL,23.27,NORMAL,23.88
TITAN,Mar 2024,37.22,20.9,NORMAL,20.27,NORMAL,19.51,NORMAL,24.48
TORNTPHARM,Mar 2013,30.59,,,,,,,30.59
TORNTPHARM,Mar 2014,34.89,,,,,,,34.89
TORNTPHARM,Mar 2015,30.15,,,,,,,30.15
TORNTPHARM,Mar 2016,49.6,,,,,,,49.6
TORNTPHARM,Mar 2017,21.47,,,,,,,21.47
TORNTPHARM,Mar 2018,14.67,13.19,NORMAL,9.28,NORMAL,9.0,NORMAL,11.54
TORNTPHARM,Mar 2019,9.229999999999999,12.96,NORMAL,-8.07,NORMAL,-8.25,NORMAL,1.47
TORNTPHARM,Mar 2020,21.25,11.36,NORMAL,6.42,NORMAL,6.4,NORMAL,11.36
TORNTPHARM,Mar 2021,21.45,3.66,NORMAL,-6.3,NORMAL,-6.22,NORMAL,3.15
TORNTPHARM,Mar 2022,13.05,7.9,NORMAL,-3.61,NORMAL,-3.86,NORMAL,3.37
TORNTPHARM,Mar 2023,20.09,10.09,NORMAL,12.92,NORMAL,13.09,NORMAL,14.05
TORNTPHARM,Mar 2024,24.15,6.93,NORMAL,30.59,NORMAL,30.39,NORMAL,23.02
TRENT,Mar 2013,-2.19,,,,,,,-2.19
TRENT,Mar 2014,-1.92,,,,,,,-1.92
TRENT,Mar 2015,9.07,,,,,,,9.07
TRENT,Mar 2016,3.76,,,,,,,3.76
TRENT,Mar 2017,5.489999999999999,,,,,,,5.49
TRENT,Mar 2018,5.45,0.23,NORMAL,,TURNAROUND,,TURNAROUND,2.84
TRENT,Mar 2019,5.77,2.43,NORMAL,,TURNAROUND,,TURNAROUND,4.1
TRENT,Mar 2020,4.44,8.82,NORMAL,-3.85,NORMAL,-5.59,NORMAL,0.96
TRENT,Mar 2021,-7.829999999999999,8.99,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS,0.58
TRENT,Mar 2022,1.48,19.94,NORMAL,-16.26,NORMAL,0.0,NORMAL,1.29
TRENT,Mar 2023,15.18,30.75,NORMAL,35.27,NORMAL,34.08,NORMAL,28.82
TRENT,Mar 2024,36.31,36.31,NORMAL,73.11,NORMAL,69.52,NORMAL,53.81
TVSMOTOR,Mar 2013,22.02,,,,,,,22.02
TVSMOTOR,Mar 2014,16.11,,,,,,,16.11
TVSMOTOR,Mar 2015,24.75,,,,,,,24.75
TVSMOTOR,Mar 2016,23.58,,,,,,,23.58
TVSMOTOR,Mar 2017,22.96,,,,,,,22.96
TVSMOTOR,Mar 2018,24.83,16.82,NORMAL,27.42,NORMAL,28.47,NORMAL,24.38
TVSMOTOR,Mar 2019,22.86,19.18,NORMAL,31.13,NORMAL,30.26,NORMAL,25.86
TVSMOTOR,Mar 2020,19.71,12.94,NORMAL,14.55,NORMAL,13.18,NORMAL,15.1
TVSMOTOR,Mar 2021,15.89,11.29,NORMAL,7.22,NORMAL,7.63,NORMAL,10.51
TVSMOTOR,Mar 2022,16.61,14.34,NORMAL,7.51,NORMAL,7.78,NORMAL,11.56
TVSMOTOR,Mar 2023,23.78,14.37,NORMAL,14.5,NORMAL,14.87,NORMAL,16.88
TVSMOTOR,Mar 2024,26.22,14.19,NORMAL,19.67,NORMAL,19.14,NORMAL,19.8
ULTRACEMCO,Mar 2013,17.65,,,,,,,17.65
ULTRACEMCO,Mar 2014,12.88,,,,,,,12.88
ULTRACEMCO,Mar 2015,11.04,,,,,,,11.04
ULTRACEMCO,Mar 2016,11.3,,,,,,,11.3
ULTRACEMCO,Mar 2017,11.13,,,,,,,11.13
ULTRACEMCO,Mar 2018,8.43,8.59,NORMAL,-3.72,NORMAL,-3.74,NORMAL,2.39
ULTRACEMCO,Mar 2019,7.109999999999999,14.87,NORMAL,1.64,NORMAL,1.92,NORMAL,6.38
ULTRACEMCO,Mar 2020,14.73,12.73,NORMAL,22.3,NORMAL,21.23,NORMAL,17.75
ULTRACEMCO,Mar 2021,12.36,12.2,NORMAL,17.11,NORMAL,16.0,NORMAL,14.42
ULTRACEMCO,Mar 2022,14.54,15.69,NORMAL,22.0,NORMAL,20.74,NORMAL,18.24
ULTRACEMCO,Mar 2023,9.34,15.34,NORMAL,17.93,NORMAL,16.66,NORMAL,14.82
ULTRACEMCO,Mar 2024,11.63,11.33,NORMAL,23.89,NORMAL,22.53,NORMAL,17.34
UNIONBANK,Mar 2013,12.39,,,,,,,12.39
UNIONBANK,Mar 2014,9.049999999999999,,,,,,,9.05
UNIONBANK,Mar 2015,8.9,,,,,,,8.9
UNIONBANK,Mar 2016,5.84,,,,,,,5.84
UNIONBANK,Mar 2017,2.38,,,,,,,2.38
UNIONBANK,Mar 2018,-20.64,5.54,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS,-7.55
UNIONBANK,Mar 2019,-10.89,3.14,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS,-3.88
UNIONBANK,Mar 2020,-9.180000000000001,3.11,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS,-3.04
UNIONBANK,Mar 2021,4.42,16.49,NORMAL,16.28,NORMAL,-27.52,NORMAL,2.42
UNIONBANK,Mar 2022,7.430000000000001,15.76,NORMAL,55.83,NORMAL,0.0,NORMAL,19.76
UNIONBANK,Mar 2023,10.8,19.76,NORMAL,,TURNAROUND,,TURNAROUND,15.28
UNIONBANK,Mar 2024,14.14,23.95,NORMAL,,TURNAROUND,,TURNAROUND,19.05
INDIGO,Mar 2013,17886.36,,,,,,,17886.36
INDIGO,Mar 2014,10772.73,,,,,,,10772.73
INDIGO,Mar 2015,4939.39,,,,,,,4939.39
INDIGO,Mar 2016,1534.78,,,,,,,1534.78
INDIGO,Mar 2017,1692.86,,,,,,,1692.86
INDIGO,Mar 2018,2242.0,20.13,NORMAL,23.29,NORMAL,-70.43,NORMAL,553.75
INDIGO,Mar 2019,120.93,20.72,NORMAL,-19.93,NORMAL,-80.83,NORMAL,10.22
INDIGO,Mar 2020,-138.55,20.76,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS,-58.9
INDIGO,Mar 2021,-1094.15,-1.93,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS,-548.04
INDIGO,Mar 2022,-48.77,6.89,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS,-20.94
INDIGO,Mar 2023,-40.8,18.79,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS,-11.0
INDIGO,Mar 2024,892.57,19.31,NORMAL,120.69,NORMAL,121.24,NORMAL,288.45
